ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-ZKpWigxd,U-oCzSju53,CANAL_1,TIPO_1,1393.07,2
U-lw7SKIcp,U-7ZY7qtzU,CANAL_1,TIPO_1,1710.08,2
U-zgvt6zSX,U-Vs4qkqse,CANAL_2,TIPO_2,1290.87,2
U-ssRr1xad,U-kadhYNKB,CANAL_2,TIPO_2,1414.76,1
U-ANEFiskU,U-q6M9ZpLv,CANAL_2,TIPO_1,1353.94,1
U-7omadnIr,U-0BTL8Lsm,CANAL_1,TIPO_2,1349.53,2
U-HIh5zT8V,U-2Qw4rxY9,CANAL_1,TIPO_2,1573.33,2
U-JgLxFR6H,U-F7wdMg9G,CANAL_2,TIPO_2,1542.81,2
U-DezAiKRE,U-VsK3VFpe,CANAL_2,TIPO_2,1536.17,2
U-qGBRt3wQ,U-3kekkccn,CANAL_3,TIPO_1,1737.5,1
U-wpbscY6q,U-lJimYHZ4,CANAL_1,TIPO_2,1540.92,1
U-9cFK4DVH,U-ebVEMneM,CANAL_3,TIPO_2,1456.86,2
U-9waRnzLv,U-ZfxpCdDS,CANAL_3,TIPO_3,1531.54,1
U-RbpBzRPc,U-ePu5UJwe,CANAL_3,TIPO_2,1207.18,2
U-qQkr76sa,U-gSxCVTEX,CANAL_2,TIPO_2,1214.63,2
U-M6h9JADM,U-HZ2ClkU7,CANAL_1,TIPO_2,1349.59,2
U-ualJke64,U-2JsezkZF,CANAL_1,TIPO_1,1672.24,2
U-C3xpOOHM,U-dkSmZfC7,CANAL_2,TIPO_1,1740.16,2
U-34eUsCFz,U-vpWRsd0L,CANAL_2,TIPO_2,1274.86,1
U-z8iCX4H9,U-OmmWujEi,CANAL_2,TIPO_2,1469.33,1
U-relnnekg,U-wJuMT0yc,CANAL_1,TIPO_2,1424.53,1
U-xiK5IVzr,U-MZT5ePvz,CANAL_3,TIPO_1,1406.0,2
U-vUOvqTOJ,U-yw8G9a1w,CANAL_2,TIPO_2,1288.35,1
U-OjI5YEsb,U-LNbESZpR,CANAL_1,TIPO_3,1309.62,2
U-2RStLhnk,U-UXaIy0Xp,CANAL_1,TIPO_2,1303.56,1
U-oCStmi96,U-aNZ7rMg6,CANAL_3,TIPO_3,1435.06,1
U-DwedZyiH,U-0ivyTZxn,CANAL_1,TIPO_2,1288.2,1
U-GtAXD82T,U-Ry3r4RKh,CANAL_2,TIPO_3,1839.43,1
U-BjvFBFB3,U-OdMbYxes,CANAL_2,TIPO_1,1404.95,2
U-wgiHXFCb,U-VkYeVRqr,CANAL_2,TIPO_2,1593.64,1
U-BkZndhHv,U-U7Y5FVZY,CANAL_1,TIPO_2,1455.06,2
U-r4ECUdhZ,U-lTFNAxHN,CANAL_1,TIPO_1,1588.27,2
U-KHCJPYZr,U-OeQw3xSk,CANAL_2,TIPO_1,1500.71,1
U-TA52QGeH,U-htwvnt5y,CANAL_2,TIPO_1,1445.45,1
U-GiqmP48v,U-laVkYx3Z,CANAL_3,TIPO_3,1366.62,2
U-Xh520HKM,U-4rUAHoWt,CANAL_2,TIPO_1,1398.88,2
U-2Aia4rMV,U-c48LgJmu,CANAL_2,TIPO_1,1358.51,2
U-yZOPzss7,U-FGqn52Pi,CANAL_2,TIPO_1,1505.46,2
U-aejdOUpC,U-0BTL8Lsm,CANAL_1,TIPO_2,1575.39,2
U-Tz14wqA8,U-dJzMXUxO,CANAL_3,TIPO_2,1414.51,2
U-DOQghd6N,U-UO1Pc564,CANAL_1,TIPO_2,1724.68,2
U-3Z6geSSR,U-lS4OscHu,CANAL_1,TIPO_3,1518.37,2
U-vlDSlLxd,U-wWq3vHYt,CANAL_1,TIPO_2,1669.8,2
U-iTrnTunu,U-73WuZbcd,CANAL_2,TIPO_3,1528.48,1
U-iWn15JtZ,U-aooogFx6,CANAL_2,TIPO_2,1539.67,2
U-5oDdCNis,U-08RPUZY1,CANAL_2,TIPO_2,1468.06,2
U-l9D2R27C,U-m1AH5yTo,CANAL_1,TIPO_2,1541.54,1
U-3Z6geSSR,U-Az6jDIDi,CANAL_2,TIPO_2,1447.74,1
U-fn4quCbY,U-LOyQshgS,CANAL_1,TIPO_2,1680.23,2
U-J9yJLbq2,U-xIhLTFQ6,CANAL_2,TIPO_3,1351.72,1
U-bxMVqaIn,U-lm4vjK0d,CANAL_2,TIPO_3,1591.14,1
U-43EVYTiq,U-T7oLNEMA,CANAL_1,TIPO_2,1558.1,1
U-OmmWujEi,U-RJEKxAvc,CANAL_1,TIPO_2,1593.02,2
U-OW0QyzcB,U-VfPK0Keq,CANAL_1,TIPO_2,1545.27,1
U-7SqMZHvK,U-DFhYIMjH,CANAL_2,TIPO_2,1250.19,2
U-Z7gtIveN,U-YUGiByAA,CANAL_2,TIPO_1,1388.17,2
U-t90qO1nm,U-wYfAlpGs,CANAL_2,TIPO_3,1347.08,2
U-FluYfYwR,U-IU4tbyzX,CANAL_2,TIPO_3,1375.18,2
U-ROPOZoYT,U-Vpx798NV,CANAL_2,TIPO_1,1546.98,2
U-E0FFj3Zb,U-nRBm6tYM,CANAL_2,TIPO_2,1548.4,1
U-C9jJ3lOb,U-977T1RLh,CANAL_2,TIPO_3,1494.51,1
U-cnFUHGAK,U-ORKp5Xix,CANAL_1,TIPO_1,1465.79,1
U-BRCJY83v,U-GLKd7jjF,CANAL_3,TIPO_1,1417.52,2
U-WipKU5tr,U-RjuyHmSy,CANAL_2,TIPO_1,1589.72,2
U-n0hkjmhm,U-J6FZ48Qm,CANAL_2,TIPO_1,1542.95,2
U-hSe9N84I,U-J09JKByc,CANAL_1,TIPO_2,1698.13,2
U-k1S9wnPM,U-kq0iGLWr,CANAL_2,TIPO_2,1566.37,1
U-eSPYdJpC,U-VwKu0kG3,CANAL_2,TIPO_3,1133.89,2
U-ekgeTdWv,U-08RPUZY1,CANAL_1,TIPO_1,1717.07,2
U-BkZndhHv,U-ah8eVlu6,CANAL_1,TIPO_3,1399.67,2
U-PmKW5Pm5,U-7ZY7qtzU,CANAL_1,TIPO_2,1524.74,2
U-lTFNAxHN,U-3Vo5q5Wp,CANAL_2,TIPO_3,1695.08,1
U-Y57kNUbJ,U-q7C7fcgI,CANAL_2,TIPO_2,1440.77,2
U-O87NeZRa,U-2lLBGAMi,CANAL_1,TIPO_1,1480.87,2
U-QphghTud,U-3e4Xqdvo,CANAL_1,TIPO_2,1632.5,2
U-YDm8rArN,U-Nv9cV5De,CANAL_3,TIPO_1,1471.98,1
U-kg5LwCJ2,U-Q3CkquKR,CANAL_2,TIPO_2,1427.57,2
U-M9Vk2ygE,U-xKhWLaxk,CANAL_1,TIPO_2,1323.81,2
U-a0Rq1v2N,U-90IJn1EY,CANAL_1,TIPO_2,1418.19,2
U-7AADwlId,U-kAXqJMOd,CANAL_1,TIPO_3,1134.49,1
U-ZqZKRFkA,U-PNSEM4H0,CANAL_1,TIPO_2,1523.67,1
U-DwedZyiH,U-yZOPzss7,CANAL_2,TIPO_2,1696.6,1
U-OeQw3xSk,U-J4LJUKAf,CANAL_1,TIPO_1,1318.62,1
U-tGlYv3eH,U-fkE45W8q,CANAL_2,TIPO_2,1410.6,2
U-iOtbnOoJ,U-8ag6wscw,CANAL_3,TIPO_2,1610.86,1
U-Z7gtIveN,U-ad4sbNUE,CANAL_1,TIPO_1,1731.35,2
U-pKsUtR0z,U-NH3gd2gh,CANAL_2,TIPO_2,1586.37,1
U-OTPvTbVQ,U-IgFmHGH6,CANAL_2,TIPO_3,1723.02,1
U-YJO4ocjz,U-7SqMZHvK,CANAL_3,TIPO_3,1610.32,1
U-rW6LVaJ5,U-OsOtR7fX,CANAL_2,TIPO_3,1714.26,1
U-ogHsH98Z,U-GFAnntWC,CANAL_3,TIPO_3,1492.36,2
U-thRfifGY,U-5ScY23tw,CANAL_2,TIPO_2,1502.24,1
U-vVEqArvT,U-uAQPBA88,CANAL_2,TIPO_2,1504.76,2
U-ATlCimSw,U-w77CMNwV,CANAL_3,TIPO_2,1635.04,1
U-rZDhiVOw,U-arEFPU7R,CANAL_2,TIPO_1,1593.41,1
U-0nTmepKK,U-bxMVqaIn,CANAL_2,TIPO_2,1263.77,2
U-WipKU5tr,U-Z6YSbrf7,CANAL_2,TIPO_3,1631.45,2
U-qR4AmHJx,U-bQZ0xmZ7,CANAL_1,TIPO_1,1495.08,2
U-YSDKmstk,U-5FyI7B6M,CANAL_1,TIPO_2,1467.62,1
U-UyMDvwfz,U-F8Kcgz4c,CANAL_3,TIPO_2,1479.39,2
U-dZqkcaRE,U-yeVZqxkA,CANAL_2,TIPO_2,1422.72,1
U-ZrD5lvLC,U-UyMDvwfz,CANAL_1,TIPO_2,1424.28,1
U-lm4vjK0d,U-HyoNb7KK,CANAL_2,TIPO_3,1604.3,2
U-wNAJfLEi,U-OWp1uW7W,CANAL_2,TIPO_3,1425.32,1
U-IkX4d0Tu,U-DOQghd6N,CANAL_1,TIPO_1,1558.07,1
U-y7J1jv4S,U-Fa7NHlPU,CANAL_2,TIPO_2,1541.29,1
U-mZmXBGgt,U-gGHhQyg0,CANAL_3,TIPO_2,1334.63,2
U-DOQghd6N,U-IrnvOahG,CANAL_2,TIPO_1,1715.07,2
U-yd0JDMfX,U-rlcTEHnY,CANAL_3,TIPO_2,1582.25,1
U-reWSuZRz,U-XJvU8Nvq,CANAL_2,TIPO_1,1327.71,1
U-TGtfQH36,U-ORKp5Xix,CANAL_3,TIPO_3,1485.49,2
U-IsNnBFAL,U-WQEzsjFU,CANAL_2,TIPO_1,1462.49,2
U-SEugh4mq,U-6q1AA8NJ,CANAL_2,TIPO_2,1501.15,1
U-IKoNZYH3,U-mKziEfLd,CANAL_2,TIPO_2,1423.74,1
U-9sZI7ED4,U-59w7jH4s,CANAL_2,TIPO_1,1558.5,2
U-WmakX7Qj,U-EOwKW4Fv,CANAL_2,TIPO_2,1580.28,1
U-uTEsBW84,U-vXP3tDnZ,CANAL_1,TIPO_3,1405.03,2
U-J9yJLbq2,U-l0ryTmyx,CANAL_1,TIPO_2,1614.39,2
U-RJEKxAvc,U-gKUeS0yK,CANAL_3,TIPO_2,1487.97,2
U-sqHJvggT,U-JgLxFR6H,CANAL_3,TIPO_2,1351.19,2
U-OwUM0Dbm,U-DyLZdoCu,CANAL_2,TIPO_1,1721.24,2
U-7ZY7qtzU,U-SVMizQLh,CANAL_3,TIPO_2,1600.29,2
U-wYfAlpGs,U-z8m44XzQ,CANAL_2,TIPO_3,1537.86,2
U-uOnApxws,U-9SWJLnoq,CANAL_2,TIPO_2,1707.15,2
U-jSO7UmIG,U-KAh4yvEn,CANAL_1,TIPO_3,1337.04,1
U-zufy0SGE,U-0nTmepKK,CANAL_1,TIPO_1,1589.71,2
U-TRZsnD0d,U-k8wvV6J2,CANAL_1,TIPO_1,1629.41,1
U-lm4vjK0d,U-O5nduBT1,CANAL_2,TIPO_2,1531.33,2
U-me0GCYoA,U-dVXWm1pw,CANAL_2,TIPO_1,1706.91,2
U-fD55Wvzu,U-zPy99lOU,CANAL_2,TIPO_1,1403.45,2
U-wt7vL0AL,U-TvVMfgTL,CANAL_2,TIPO_2,1483.26,1
U-KkPXuKPE,U-27YshtNM,CANAL_2,TIPO_3,1634.22,2
U-a0msCkze,U-ePAAjcaa,CANAL_1,TIPO_1,1511.67,2
U-cnFUHGAK,U-YSDKmstk,CANAL_3,TIPO_2,1501.36,1
U-wTIRVyBG,U-GjDnlZpX,CANAL_2,TIPO_2,1411.76,1
U-Y8CLdQTS,U-PNSEM4H0,CANAL_1,TIPO_1,1346.8,1
U-2Lsuaa7w,U-sFZBRHL0,CANAL_1,TIPO_1,1676.03,2
U-iDihLzVl,U-sEoK5Isu,CANAL_1,TIPO_2,1518.57,2
U-1a1TuPym,U-XBNasCpD,CANAL_1,TIPO_1,1486.82,2
U-4BXI9BcF,U-A1MQHAXT,CANAL_2,TIPO_3,1732.36,2
U-NPy0KDXZ,U-3C5nu1Rx,CANAL_1,TIPO_2,1727.28,1
U-o0NzxgDo,U-OW0QyzcB,CANAL_2,TIPO_1,1382.35,1
U-LsnSM6iT,U-Wc1EOHFu,CANAL_2,TIPO_2,1443.21,1
U-LJzjFeou,U-giA5s4Rn,CANAL_1,TIPO_1,1486.67,2
U-6WPXBvAZ,U-lU1gPg9P,CANAL_2,TIPO_3,1577.26,1
U-AMoMD85K,U-iAnqTGJj,CANAL_3,TIPO_2,1587.5,1
U-9dw6nV0B,U-MZT5ePvz,CANAL_2,TIPO_2,1797.04,2
U-RDRjoybs,U-BhaYGtJ0,CANAL_2,TIPO_2,1330.83,1
U-0HrUxkxi,U-kq0iGLWr,CANAL_2,TIPO_2,1648.93,1
U-6tTkM4Y7,U-ck8HErTD,CANAL_2,TIPO_3,1384.8,1
U-bnKwpdWU,U-0WDDEoTK,CANAL_2,TIPO_2,1403.34,2
U-mUhgJVaC,U-IkX4d0Tu,CANAL_1,TIPO_2,1630.15,1
U-E9veRMCH,U-BUlM8tTN,CANAL_1,TIPO_3,1743.21,1
U-zEIYBHTN,U-coJUpNOt,CANAL_1,TIPO_2,1628.94,2
U-ualJke64,U-xIhLTFQ6,CANAL_3,TIPO_2,1448.25,1
U-J0XSdefj,U-Vi7jmy9n,CANAL_2,TIPO_2,1551.65,2
U-OrDPqGbq,U-aGph3yZY,CANAL_3,TIPO_2,1436.99,1
U-OOrkhjuD,U-XVGm0Jko,CANAL_2,TIPO_1,1636.64,2
U-78Md1qrQ,U-p8FJDLzw,CANAL_2,TIPO_2,1438.3,1
U-5cp8YvIp,U-9RqbgYZy,CANAL_2,TIPO_3,1321.37,2
U-AxscjMVj,U-j2FH1MnU,CANAL_3,TIPO_2,1508.2,2
U-GKxLMDNw,U-oY0pFX47,CANAL_3,TIPO_2,1289.8,2
U-FluYfYwR,U-94fl1e5E,CANAL_1,TIPO_3,1790.0,1
U-DU6bUOb2,U-Za9OxajO,CANAL_3,TIPO_2,1292.19,1
U-n8SOEwES,U-RbpBzRPc,CANAL_2,TIPO_2,1542.67,2
U-1l5J5hLd,U-d9wR2TmU,CANAL_3,TIPO_2,1411.78,2
U-6jmX0AZh,U-dFpeHmjh,CANAL_2,TIPO_2,1410.43,2
U-OmmWujEi,U-8ag6wscw,CANAL_2,TIPO_2,1690.49,2
U-nxnviZbD,U-9fTRYfVP,CANAL_1,TIPO_1,1485.78,2
U-WnEYDyi6,U-bYVZa8Jp,CANAL_3,TIPO_1,1379.12,1
U-JgLxFR6H,U-3pc7JE7H,CANAL_2,TIPO_2,1427.82,1
U-8AsEHdPR,U-xAbdXCQy,CANAL_3,TIPO_2,1610.99,2
U-XHiIikpQ,U-xAbdXCQy,CANAL_1,TIPO_2,1452.71,2
U-exgT9kf8,U-EVfH0BS2,CANAL_2,TIPO_1,1716.42,2
U-UZrkKEzm,U-ME05ariH,CANAL_2,TIPO_1,1591.98,1
U-ofmaxjtj,U-LsnSM6iT,CANAL_3,TIPO_3,1688.91,2
U-opJHnsTb,U-IAMU9z1L,CANAL_2,TIPO_3,1523.06,2
U-fGW7iDI0,U-liF3aYJ3,CANAL_1,TIPO_1,1480.76,1
U-AX9wvENq,U-BkZndhHv,CANAL_2,TIPO_1,1699.67,2
U-Ux9Bihin,U-VxCWS0em,CANAL_1,TIPO_2,1604.79,2
U-bReG5PrA,U-OsOtR7fX,CANAL_3,TIPO_2,1402.21,2
U-ZqZKRFkA,U-Dt9ll29v,CANAL_2,TIPO_2,1479.35,1
U-WDJuoeae,U-fmKIS11E,CANAL_2,TIPO_2,1789.25,1
U-lglRpQcb,U-XHiIikpQ,CANAL_3,TIPO_2,1685.71,1
U-ia2NlrYl,U-RbpBzRPc,CANAL_2,TIPO_3,1240.15,1
U-YOpC811k,U-r4ECUdhZ,CANAL_2,TIPO_1,1603.88,1
U-5sbmodr2,U-LR1S9j5r,CANAL_2,TIPO_2,1363.92,1
U-xiK5IVzr,U-OeUdSZAQ,CANAL_2,TIPO_2,1628.11,1
U-Cxc8HYoH,U-RwABvMbU,CANAL_2,TIPO_1,1615.04,1
U-ZqZKRFkA,U-dNZThpsw,CANAL_2,TIPO_2,1823.07,1
U-lsw2M9ZE,U-Maa0k4rz,CANAL_1,TIPO_1,1315.48,1
U-EMEEyne1,U-Gdktd85w,CANAL_1,TIPO_2,1543.34,1
U-cqZhkYY2,U-tGlYv3eH,CANAL_2,TIPO_1,1930.55,1
U-HqufCN31,U-EP35x8UF,CANAL_2,TIPO_3,1412.42,1
U-pzI6ifco,U-giA5s4Rn,CANAL_1,TIPO_2,1398.94,2
U-VzlsXMwI,U-eisEjgg9,CANAL_1,TIPO_2,1801.67,1
U-n7rS1l8A,U-F7gjpIl8,CANAL_2,TIPO_1,1559.34,1
U-LFr2weWE,U-ssRr1xad,CANAL_2,TIPO_3,1563.62,2
U-AlsoK4d7,U-0b4N5jUa,CANAL_1,TIPO_2,1678.52,2
U-Nv9cV5De,U-VJPxlhHh,CANAL_1,TIPO_2,1446.31,1
U-z4Xogjcb,U-IO7P6Mbg,CANAL_3,TIPO_2,1493.15,2
U-Nr13MaGV,U-lTFNAxHN,CANAL_1,TIPO_2,1461.17,2
U-9r5iaXtf,U-s3xokjln,CANAL_1,TIPO_2,1661.06,1
U-1fI6JdVH,U-yeVZqxkA,CANAL_3,TIPO_2,1493.62,2
U-9m73J5tf,U-2r9GPN83,CANAL_2,TIPO_2,1364.28,2
U-QUAVapOp,U-SfPe47Za,CANAL_1,TIPO_2,1324.36,2
U-uyc13qpN,U-Z08VP8HO,CANAL_2,TIPO_1,1497.26,1
U-Zoctic8P,U-Xq9Yf3d2,CANAL_1,TIPO_1,1480.16,2
U-TZlt2DqK,U-NVqyth8x,CANAL_3,TIPO_2,1434.42,2
U-Eb1cQkrm,U-p8FJDLzw,CANAL_2,TIPO_2,1628.39,2
U-pRae9PvR,U-27YshtNM,CANAL_3,TIPO_3,1558.11,2
U-a0msCkze,U-VfkqRvmy,CANAL_2,TIPO_3,1608.57,1
U-B5I16LNG,U-EIqeUoCK,CANAL_3,TIPO_1,1475.37,1
U-zSo2nTT9,U-fEJJdbI2,CANAL_2,TIPO_3,1604.85,1
U-QbnqAZr1,U-F7wdMg9G,CANAL_2,TIPO_1,1556.32,2
U-ib79O7QQ,U-3ccmU41G,CANAL_1,TIPO_2,1530.66,2
U-a8TAKjQz,U-xzKHuEJd,CANAL_1,TIPO_1,1551.28,1
U-H7l1Bklp,U-OsOtR7fX,CANAL_3,TIPO_2,1268.52,2
U-rSAmsvAv,U-xZ0gophb,CANAL_1,TIPO_1,1428.72,1
U-78Md1qrQ,U-Uk5dfoPZ,CANAL_1,TIPO_2,1549.33,2
U-j2pjF3UC,U-PdmEevYg,CANAL_1,TIPO_3,1757.3,2
U-BkCVdDA5,U-8X1OEmaC,CANAL_1,TIPO_2,1390.07,1
U-fUlMFhyz,U-vXP3tDnZ,CANAL_3,TIPO_1,1581.54,2
U-aBEJUhqV,U-qZw0j1Gk,CANAL_2,TIPO_2,1792.37,2
U-cTLxJloU,U-i6qVi0za,CANAL_3,TIPO_3,1451.22,2
U-TZlt2DqK,U-EgxlRX5w,CANAL_2,TIPO_1,1282.82,2
U-tAfVn7as,U-DezAiKRE,CANAL_1,TIPO_2,1433.07,1
U-jxL6srk7,U-4jaYZu3h,CANAL_1,TIPO_1,1620.16,1
U-OwUM0Dbm,U-Cus6XDc4,CANAL_2,TIPO_2,1261.29,1
U-ObzKE3qn,U-SJpKM427,CANAL_2,TIPO_3,1764.12,1
U-aUQG3hsi,U-xsXEeLTl,CANAL_2,TIPO_3,1504.67,1
U-LR1S9j5r,U-xCAdLye0,CANAL_2,TIPO_2,1529.73,1
U-YOpC811k,U-Zoctic8P,CANAL_1,TIPO_3,1725.27,1
U-liF3aYJ3,U-vemvQiri,CANAL_3,TIPO_1,1366.58,2
U-pzI6ifco,U-bnKwpdWU,CANAL_1,TIPO_2,1526.12,2
U-opJHnsTb,U-yeVZqxkA,CANAL_1,TIPO_3,1411.84,2
U-fZfCdaox,U-DVYIYiFc,CANAL_2,TIPO_1,1376.24,1
U-IRF07N8X,U-ZtPA32yl,CANAL_2,TIPO_1,1633.44,2
U-r75YEkdE,U-Cus6XDc4,CANAL_3,TIPO_1,1356.15,1
U-xAVypHd1,U-rZDhiVOw,CANAL_1,TIPO_3,1320.7,1
U-a0SPMciY,U-5hsNbxkh,CANAL_2,TIPO_1,1181.09,2
U-8ag6wscw,U-iO84CkAR,CANAL_2,TIPO_2,1434.22,1
U-C5i00kRX,U-ZBquP89b,CANAL_1,TIPO_1,1656.57,1
U-2NtmzEJG,U-3V4orIlS,CANAL_3,TIPO_1,1249.05,1
U-PRBtpHeR,U-8X1OEmaC,CANAL_2,TIPO_1,1393.12,2
U-1a1TuPym,U-vh20ZAgb,CANAL_2,TIPO_2,1617.14,2
U-LsnSM6iT,U-2r9GPN83,CANAL_3,TIPO_2,1791.62,2
U-aEkTmuwI,U-UCIHrNfI,CANAL_2,TIPO_1,1420.91,1
U-giA5s4Rn,U-BobFxn7Q,CANAL_2,TIPO_2,1699.91,2
U-0BTL8Lsm,U-bxk6uwBr,CANAL_3,TIPO_2,1562.08,1
U-cfu6l1tW,U-j3aKKgbn,CANAL_2,TIPO_2,1408.01,2
U-rlcTEHnY,U-zxmUM3jY,CANAL_2,TIPO_3,1646.39,2
U-hMSQ4xJD,U-pM0y2TW4,CANAL_3,TIPO_2,1279.39,1
U-1hMjXVGm,U-AFPHMNkp,CANAL_2,TIPO_3,1455.7,2
U-WikYNG9L,U-8ag6wscw,CANAL_2,TIPO_1,1525.01,1
U-lS4OscHu,U-CiTG8pLT,CANAL_1,TIPO_1,1456.79,2
U-vPhf9dbD,U-qS6z34y9,CANAL_2,TIPO_3,1496.9,2
U-AgyPNHXd,U-pHk9yK6T,CANAL_1,TIPO_3,1217.9,2
U-H7l1Bklp,U-q2GCrZpA,CANAL_1,TIPO_1,1410.28,1
U-SSFo12UG,U-kjZGgwH7,CANAL_1,TIPO_1,1720.62,2
U-5IJ84eSk,U-lh5GSACB,CANAL_3,TIPO_2,1503.18,1
U-zR6qLBJ8,U-WaHLsmDE,CANAL_1,TIPO_1,1543.35,2
U-ZiPMtk9G,U-gtQbNJvb,CANAL_3,TIPO_3,1484.77,2
U-0HrUxkxi,U-dAaItdZj,CANAL_2,TIPO_2,1241.14,1
U-SuiZUZ1Z,U-urfKLZU4,CANAL_1,TIPO_1,1447.73,1
U-jBG4kJ7a,U-KbCdoCcb,CANAL_1,TIPO_1,1252.04,1
U-SpApRFQb,U-Z3jinMLD,CANAL_3,TIPO_3,1424.34,1
U-RqUCqFii,U-LIPMc7UZ,CANAL_3,TIPO_1,1184.77,1
U-e81SB900,U-1IELi7pU,CANAL_2,TIPO_2,1520.73,1
U-oDo5g16G,U-1hMjXVGm,CANAL_2,TIPO_3,1461.05,1
U-mKD39Q0j,U-OOoijxUA,CANAL_2,TIPO_2,1222.1,2
U-wiWoFFif,U-C838t9DP,CANAL_1,TIPO_2,1498.27,2
U-J0XSdefj,U-AkN3ibqb,CANAL_3,TIPO_2,1478.38,2
U-D1DRbhA9,U-lEhC9dNV,CANAL_2,TIPO_2,1370.13,2
U-XJvU8Nvq,U-4PHmx9Hz,CANAL_1,TIPO_2,1413.11,2
U-LsnSM6iT,U-9RqbgYZy,CANAL_1,TIPO_1,1981.74,1
U-2cpMKLLx,U-UO1Pc564,CANAL_1,TIPO_2,1473.06,1
U-2uh5uNDW,U-Q3CkquKR,CANAL_1,TIPO_2,1546.14,1
U-lh5GSACB,U-faRoCb6k,CANAL_1,TIPO_2,1510.45,1
U-YaPxVogh,U-j3aKKgbn,CANAL_1,TIPO_2,1362.0,1
U-TIqwB5Ff,U-QphghTud,CANAL_1,TIPO_1,1646.45,2
U-GFAnntWC,U-BobFxn7Q,CANAL_2,TIPO_2,1596.64,2
U-vUOvqTOJ,U-9RqbgYZy,CANAL_3,TIPO_2,1585.89,2
U-LsnSM6iT,U-H8JdbC2r,CANAL_3,TIPO_2,1444.28,1
U-JfMUY2LK,U-tFgeOYxr,CANAL_2,TIPO_3,1389.2,2
U-c2i1WxDa,U-pXdQbeZM,CANAL_3,TIPO_3,1383.51,1
U-Tz14wqA8,U-JqEY8i1d,CANAL_1,TIPO_2,1503.28,1
U-n3tjMktA,U-2Lsuaa7w,CANAL_2,TIPO_2,1521.19,2
U-krBVmZSc,U-fZfCdaox,CANAL_1,TIPO_3,1738.45,1
U-CiTG8pLT,U-qunVpNGc,CANAL_2,TIPO_1,1246.88,2
U-ZLf8hkW8,U-j41jEmVc,CANAL_2,TIPO_2,1456.59,2
U-0oiOK2sG,U-RmrRnw1M,CANAL_1,TIPO_2,1455.55,2
U-TrIqjmxJ,U-u8HDpqLk,CANAL_2,TIPO_1,1599.53,2
U-flDuqfYo,U-iO84CkAR,CANAL_3,TIPO_2,1547.95,2
U-oYUBQ7rd,U-TztJRqGK,CANAL_2,TIPO_3,1601.84,1
U-vh20ZAgb,U-4fjB94mo,CANAL_2,TIPO_3,1541.98,2
U-1a1TuPym,U-5hsNbxkh,CANAL_3,TIPO_2,1473.78,2
U-M3k4j5tA,U-UJuaU7dz,CANAL_2,TIPO_2,1460.07,2
U-PdmEevYg,U-FSSKQY8i,CANAL_2,TIPO_1,1277.81,1
U-OW0QyzcB,U-OA4AY2sq,CANAL_2,TIPO_2,1319.22,1
U-TGRRwBiN,U-urfKLZU4,CANAL_2,TIPO_1,1429.87,2
U-dN0X1GXR,U-JahrDTQH,CANAL_2,TIPO_2,1388.02,1
U-9dw6nV0B,U-o0Q3aE1S,CANAL_2,TIPO_3,1520.75,2
U-kE3W7Pmr,U-rlcTEHnY,CANAL_1,TIPO_2,1640.46,1
U-p1KcqNPm,U-eisEjgg9,CANAL_2,TIPO_2,1437.84,2
U-NHYopeto,U-Rz697lmG,CANAL_2,TIPO_2,1399.42,2
U-1hd8fY3M,U-bs2jsW1H,CANAL_3,TIPO_2,1627.64,2
U-x30IurBV,U-784wxe2J,CANAL_2,TIPO_1,1273.62,2
U-O29lsaMk,U-GtAXD82T,CANAL_2,TIPO_3,1555.41,2
U-PRBtpHeR,U-x5XWTrul,CANAL_2,TIPO_2,1516.3,2
U-s48xvq2G,U-aEkTmuwI,CANAL_1,TIPO_1,1364.47,2
U-vV7DfnuU,U-ED9uf3Em,CANAL_2,TIPO_1,1598.79,2
U-sSALCPGD,U-S9IG0vOb,CANAL_2,TIPO_3,1558.22,1
U-toZgtv7r,U-BNSAFxgQ,CANAL_2,TIPO_1,1435.18,2
U-MINSzKYA,U-wwJwUOqE,CANAL_2,TIPO_2,1377.07,2
U-4PHmx9Hz,U-RqUCqFii,CANAL_3,TIPO_2,1883.59,2
U-fZfCdaox,U-ZDZwSgjl,CANAL_2,TIPO_2,1681.33,2
U-VTFo6X1q,U-CkanatzH,CANAL_3,TIPO_3,1421.06,2
U-7bfEKLpV,U-jBkZXyyr,CANAL_2,TIPO_1,1294.86,1
U-c2i1WxDa,U-FxoEQZKu,CANAL_2,TIPO_1,1494.11,2
U-6OSPeuaf,U-J8qaT1vH,CANAL_2,TIPO_3,1150.52,1
U-zM1h96cv,U-exaBOdBQ,CANAL_1,TIPO_2,1562.25,1
U-TGRRwBiN,U-8oWrzSHK,CANAL_2,TIPO_1,1215.29,2
U-AK1WDhrg,U-LInsajqt,CANAL_2,TIPO_2,1659.8,1
U-i2DYmUV1,U-giA5s4Rn,CANAL_1,TIPO_1,1582.95,2
U-eiJ6EA6O,U-KPzUEZ8W,CANAL_1,TIPO_2,1476.04,2
U-H93knPzX,U-HyoNb7KK,CANAL_1,TIPO_2,1783.31,2
U-9r5iaXtf,U-c2i1WxDa,CANAL_1,TIPO_1,1435.26,2
